stp_name,timestamp,ph,temperature,ammonical_nitrogen,total_nitrogen,cod,bod,tss,color,dissolved_oxygen,updated_on,total_phosphorus
Chikka_Bagur_5_MLD_STP,2023-10-13 13:20:00,7.92,27.60,-,-,-,-,-,11.40,-,2023101516,-
Yelahanka 10MLD TTP,2023-10-09 23:45:00,7.05,25.40,1.25,7.50,52.10,11.50,6.00,10.65,1.41,2023101516,0.20
40MLD OLD Rajacanal STP,2023-10-06 17:15:00,7.74,26.20,1.03,3.40,25.50,6.50,7.40,6.38,3.61,2023101516,0.51
Hennur 1MLD TTP,2023-10-15 10:15:00,7.47,27.40,0.23,0.34,19.20,1.90,4.90,4.96,4.52,2023101516,0.05
4_MLD_Madiwala_STP,2023-10-15 16:00:00,7.59,25.80,0.74,2.15,34.49,1.68,3.56,8.62,-,2023101516,-
150MLD STP_K&C valley,2023-10-14 10:40:00,7.9,-,2.14,5.28,-,6.40,8.25,-,-,2023101516,0.67
2MLD Ulsoor STP,2023-10-15 16:45:00,7.05,27.50,0.75,1.88,30.86,2.44,4.59,5.64,4.06,2023101517,-
CHIKKABANAVARA 5 MLD,2023-10-15 16:45:00,7.5,24.80,0.51,2.50,27.59,4.63,4.44,11.21,4.08,2023101517,-
KADUGODI 6 MLD STP,2023-10-15 16:45:00,7.69,29.50,0.40,4.41,42.39,11.07,9.38,34.58,2.00,2023101517,-
HORAMAVU 20 MLD,2023-10-15 16:45:00,7.42,28.90,0.87,3.00,51.51,6.72,18.37,0.25,3.48,2023101517,-
K AND C VALLEY 60 MLD,2023-10-15 16:45:00,6.65,27.50,0.59,4.00,31.61,9.39,8.15,10.16,4.90,2023101517,-
NAGASANDRA 20 MLD,2023-10-15 17:00:00,7.83,27.20,0.86,-,104.38,22.36,127.45,13.31,4.11,2023101517,-
RAJACANAL 40 MLD,2023-10-15 16:45:00,7.6,28.30,0.97,3.80,28.90,3.87,4.12,8.41,4.66,2023101517,-
YELLAMALAPACHETTY 15 MLD,2023-10-15 16:45:00,7.44,27.57,0.55,2.21,57.36,1.99,5.22,5.16,3.79,2023101517,-
BELLANDUR 90 MLD,2023-10-15 16:45:00,7.82,28.10,0.59,1.50,27.46,4.59,10.47,5.49,3.30,2023101517,-
DODDABELE 20 MLD,2023-10-15 16:45:00,8.2,27.70,0.42,1.00,37.52,6.57,6.14,10.25,4.92,2023101517,-
MALLATHALLI 5 MLD,2023-03-19 23:45:00,10.05,-,1.41,3.54,22.85,4.02,5.66,12.86,5.66,2023101517,-
NAGASANDRA OLD 20 MLD,2023-10-15 16:45:00,7.29,27.10,2.19,3.29,-,-,-,-,3.17,2023101517,-
4MLD Cubbon Park TTP,2023-10-15 17:00:00,7.17,28.40,0.50,4.71,17.29,1.21,0.91,5.01,2.00,2023101517,-
Challagatta Valley 30 MLD,2022-05-20 13:24:51,0.0,-,-,-,0.00,0.00,0.00,-,-,2023101517,-
Challagatta Valley 218 MLD,2023-06-17 15:27:12,0.0,-,-,-,0.00,0.00,0.00,-,-,2023101517,-
KADABEESANAHALLI 50 MLD,2023-10-13 14:15:00,6.82,26.20,0.60,2.55,44.94,8.50,7.99,7.57,3.40,2023101517,-
STP Sarakki 5 MLD,2023-07-29 00:15:00,7.85,26.10,3.77,7.54,20.00,6.76,8.30,4.00,-,2023101517,-
Kempambudhi STP 1 MLD,2023-06-30 21:30:00,7.17,25.50,0.92,2.86,47.78,6.13,12.03,8.59,2.01,2023101517,-
Mailasandra STP 75 MLD,2023-10-15 16:45:00,7.16,24.70,0.01,0.01,45.64,8.21,18.72,13.20,3.72,2023101517,-
60 MLD V.Valley TTP,2023-10-15 16:30:00,6.79,27.20,1.37,3.29,20.14,1.14,3.21,5.08,3.54,2023101517,-
KR Puram STP 20 MLD,2023-10-06 12:40:30,7.25,26.70,1.53,3.06,52.67,6.51,12.94,7.37,3.34,2023101517,-
1.5 MLD Lalbagh TTP,2023-10-15 16:45:00,7.0,35.10,0.07,0.35,17.96,1.35,0.93,1.28,1.03,2023101517,-
35MLD Agaram STP,2023-10-15 17:00:00,7.21,25.70,0.00,0.00,29.56,5.05,0.00,6.49,-,2023101517,-
Chikka_Bagur_5_MLD_STP,2023-10-13 13:20:00,7.92,27.60,-,-,-,-,-,11.40,-,2023101517,-
Yelahanka 10MLD TTP,2023-10-09 23:45:00,7.05,25.40,1.25,7.50,52.10,11.50,6.00,10.65,1.41,2023101517,0.20
40MLD OLD Rajacanal STP,2023-10-06 17:15:00,7.74,26.20,1.03,3.40,25.50,6.50,7.40,6.38,3.61,2023101517,0.51
Hennur 1MLD TTP,2023-10-15 10:15:00,7.47,27.40,0.23,0.34,19.20,1.90,4.90,4.96,4.52,2023101517,0.05
4_MLD_Madiwala_STP,2023-10-15 17:00:00,7.59,25.80,0.73,2.12,34.48,1.75,3.55,8.62,-,2023101517,-
150MLD STP_K&C valley,2023-10-14 10:40:00,7.9,-,2.14,5.28,-,6.40,8.25,-,-,2023101517,0.67
2MLD Ulsoor STP,2023-10-15 17:45:00,7.06,27.50,0.76,1.90,30.63,2.42,4.55,5.65,4.03,2023101518,-
CHIKKABANAVARA 5 MLD,2023-10-15 17:45:00,7.5,24.80,0.50,2.50,27.57,4.62,4.44,11.18,4.00,2023101518,-
KADUGODI 6 MLD STP,2023-10-15 17:45:00,7.7,29.60,0.40,4.42,42.39,11.07,9.41,34.70,2.00,2023101518,-
HORAMAVU 20 MLD,2023-10-15 17:45:00,7.46,28.70,0.83,3.00,51.67,6.72,18.14,0.51,3.32,2023101518,-
K AND C VALLEY 60 MLD,2023-10-15 17:45:00,6.64,27.40,0.58,4.00,31.64,9.33,8.09,9.69,4.81,2023101518,-
NAGASANDRA 20 MLD,2023-10-15 18:00:00,7.8,27.10,0.87,-,116.40,22.23,167.84,12.46,4.07,2023101518,-
RAJACANAL 40 MLD,2023-10-15 17:45:00,7.6,28.20,0.96,3.80,28.91,3.87,4.13,8.41,4.61,2023101518,-
YELLAMALAPACHETTY 15 MLD,2023-10-15 17:45:00,7.43,27.51,0.55,2.20,57.81,1.99,5.23,5.17,2.99,2023101518,-
BELLANDUR 90 MLD,2023-10-15 17:45:00,7.82,28.00,0.58,1.50,27.41,4.62,9.94,5.48,3.25,2023101518,-
DODDABELE 20 MLD,2023-10-15 17:45:00,8.13,27.50,0.41,1.00,37.55,6.58,6.25,10.28,4.88,2023101518,-
MALLATHALLI 5 MLD,2023-03-19 23:45:00,10.05,-,1.41,3.54,22.85,4.02,5.66,12.86,5.66,2023101518,-
NAGASANDRA OLD 20 MLD,2023-10-15 17:45:00,7.28,27.10,2.23,3.35,-,-,-,-,3.04,2023101518,-
4MLD Cubbon Park TTP,2023-10-15 18:00:00,7.17,28.40,0.50,4.71,17.29,1.21,0.91,5.01,2.00,2023101518,-
Challagatta Valley 30 MLD,2022-05-20 13:24:51,0.0,-,-,-,0.00,0.00,0.00,-,-,2023101518,-
Challagatta Valley 218 MLD,2023-06-17 15:27:12,0.0,-,-,-,0.00,0.00,0.00,-,-,2023101518,-
KADABEESANAHALLI 50 MLD,2023-10-13 14:15:00,6.82,26.20,0.60,2.55,44.94,8.50,7.99,7.57,3.40,2023101518,-
STP Sarakki 5 MLD,2023-07-29 00:15:00,7.85,26.10,3.77,7.54,20.00,6.76,8.30,4.00,-,2023101518,-
Kempambudhi STP 1 MLD,2023-06-30 21:30:00,7.17,25.50,0.92,2.86,47.78,6.13,12.03,8.59,2.01,2023101518,-
Mailasandra STP 75 MLD,2023-10-15 17:45:00,6.99,24.40,0.01,0.01,46.08,8.81,18.77,13.71,3.60,2023101518,-
60 MLD V.Valley TTP,2023-10-15 16:30:00,6.79,27.20,1.37,3.29,20.14,1.14,3.21,5.08,3.54,2023101518,-
KR Puram STP 20 MLD,2023-10-06 12:40:30,7.25,26.70,1.53,3.06,52.67,6.51,12.94,7.37,3.34,2023101518,-
1.5 MLD Lalbagh TTP,2023-10-15 17:45:00,7.02,32.90,0.07,0.35,18.27,1.42,0.97,1.54,1.16,2023101518,-
35MLD Agaram STP,2023-10-15 18:00:00,7.09,25.90,0.00,0.00,29.07,4.96,0.00,6.38,-,2023101518,-
Chikka_Bagur_5_MLD_STP,2023-10-13 13:20:00,7.92,27.60,-,-,-,-,-,11.40,-,2023101518,-
Yelahanka 10MLD TTP,2023-10-09 23:45:00,7.05,25.40,1.25,7.50,52.10,11.50,6.00,10.65,1.41,2023101518,0.20
40MLD OLD Rajacanal STP,2023-10-06 17:15:00,7.74,26.20,1.03,3.40,25.50,6.50,7.40,6.38,3.61,2023101518,0.51
Hennur 1MLD TTP,2023-10-15 10:15:00,7.47,27.40,0.23,0.34,19.20,1.90,4.90,4.96,4.52,2023101518,0.05
4_MLD_Madiwala_STP,2023-10-15 18:00:00,7.58,25.80,0.75,2.17,34.49,1.74,3.55,8.62,-,2023101518,-
150MLD STP_K&C valley,2023-10-14 10:40:00,7.9,-,2.14,5.28,-,6.40,8.25,-,-,2023101518,0.67
2MLD Ulsoor STP,2023-10-15 17:45:00,7.06,27.50,0.76,1.90,30.63,2.42,4.55,5.65,4.03,2023101519,-
CHIKKABANAVARA 5 MLD,2023-10-15 18:45:00,7.48,24.60,0.50,2.50,27.59,4.63,4.44,11.15,4.00,2023101519,-
KADUGODI 6 MLD STP,2023-10-15 18:45:00,7.65,29.50,0.40,4.39,42.44,11.08,9.43,35.40,2.00,2023101519,-
HORAMAVU 20 MLD,2023-10-15 18:45:00,7.41,28.70,0.83,3.00,51.76,6.68,18.15,0.38,3.32,2023101519,-
K AND C VALLEY 60 MLD,2023-10-15 18:45:00,6.83,23.70,0.49,4.10,36.52,8.52,17.69,7.96,4.07,2023101519,-
NAGASANDRA 20 MLD,2023-10-15 19:00:00,7.8,27.00,0.87,-,118.60,21.87,175.20,12.42,4.06,2023101519,-
RAJACANAL 40 MLD,2023-10-15 18:45:00,7.6,28.20,0.97,3.80,28.91,3.87,4.12,8.42,4.66,2023101519,-
YELLAMALAPACHETTY 15 MLD,2023-10-15 18:45:00,7.38,27.32,0.55,2.19,58.00,2.00,5.23,5.19,2.57,2023101519,-
BELLANDUR 90 MLD,2023-10-15 18:45:00,7.83,27.80,0.57,1.50,27.37,4.66,9.41,5.47,3.19,2023101519,-
DODDABELE 20 MLD,2023-10-15 18:45:00,8.14,27.40,0.41,1.00,37.54,6.58,6.21,10.26,4.88,2023101519,-
MALLATHALLI 5 MLD,2023-03-19 23:45:00,10.05,-,1.41,3.54,22.85,4.02,5.66,12.86,5.66,2023101519,-
NAGASANDRA OLD 20 MLD,2023-10-15 18:45:00,7.26,27.10,2.28,3.42,-,-,-,-,2.97,2023101519,-
4MLD Cubbon Park TTP,2023-10-15 19:00:00,7.17,28.40,0.50,4.71,17.29,1.21,0.90,5.01,2.00,2023101519,-
Challagatta Valley 30 MLD,2022-05-20 13:24:51,0.0,-,-,-,0.00,0.00,0.00,-,-,2023101519,-
Challagatta Valley 218 MLD,2023-06-17 15:27:12,0.0,-,-,-,0.00,0.00,0.00,-,-,2023101519,-
KADABEESANAHALLI 50 MLD,2023-10-13 14:15:00,6.82,26.20,0.60,2.55,44.94,8.50,7.99,7.57,3.40,2023101519,-
STP Sarakki 5 MLD,2023-07-29 00:15:00,7.85,26.10,3.77,7.54,20.00,6.76,8.30,4.00,-,2023101519,-
Kempambudhi STP 1 MLD,2023-06-30 21:30:00,7.17,25.50,0.92,2.86,47.78,6.13,12.03,8.59,2.01,2023101519,-
Mailasandra STP 75 MLD,2023-10-15 18:45:00,6.96,24.00,0.01,0.01,46.62,9.43,18.83,14.36,3.52,2023101519,-
60 MLD V.Valley TTP,2023-10-15 16:30:00,6.79,27.20,1.37,3.29,20.14,1.14,3.21,5.08,3.54,2023101519,-
KR Puram STP 20 MLD,2023-10-06 12:40:30,7.25,26.70,1.53,3.06,52.67,6.51,12.94,7.37,3.34,2023101519,-
1.5 MLD Lalbagh TTP,2023-10-15 18:45:00,7.03,30.90,0.08,0.35,18.26,1.42,0.97,2.20,1.70,2023101519,-
35MLD Agaram STP,2023-10-15 19:00:00,7.08,25.80,0.00,0.00,29.03,4.96,0.00,6.37,-,2023101519,-
Chikka_Bagur_5_MLD_STP,2023-10-13 13:20:00,7.92,27.60,-,-,-,-,-,11.40,-,2023101519,-
Yelahanka 10MLD TTP,2023-10-09 23:45:00,7.05,25.40,1.25,7.50,52.10,11.50,6.00,10.65,1.41,2023101519,0.20
40MLD OLD Rajacanal STP,2023-10-06 17:15:00,7.74,26.20,1.03,3.40,25.50,6.50,7.40,6.38,3.61,2023101519,0.51
Hennur 1MLD TTP,2023-10-15 10:15:00,7.47,27.40,0.23,0.34,19.20,1.90,4.90,4.96,4.52,2023101519,0.05
4_MLD_Madiwala_STP,2023-10-15 19:00:00,7.58,25.80,0.74,2.15,34.49,1.72,3.56,8.62,-,2023101519,-
150MLD STP_K&C valley,2023-10-14 10:40:00,7.9,-,2.14,5.28,-,6.40,8.25,-,-,2023101519,0.67
2MLD Ulsoor STP,2023-10-15 17:45:00,7.06,27.50,0.76,1.90,30.63,2.42,4.55,5.65,4.03,2023101520,-
CHIKKABANAVARA 5 MLD,2023-10-15 19:45:00,7.47,24.60,0.50,2.50,27.59,4.62,4.44,11.10,4.00,2023101520,-
KADUGODI 6 MLD STP,2023-10-15 19:45:00,7.67,29.40,0.40,4.38,42.40,11.07,9.39,34.86,2.00,2023101520,-
HORAMAVU 20 MLD,2023-10-15 19:45:00,7.41,28.50,0.82,3.00,51.63,6.76,18.55,0.33,3.28,2023101520,-
K AND C VALLEY 60 MLD,2023-10-15 19:45:00,7.07,23.30,0.45,4.60,36.05,8.44,16.03,8.29,3.73,2023101520,-
NAGASANDRA 20 MLD,2023-10-15 20:00:00,7.82,26.90,0.85,-,113.89,22.60,157.91,12.92,4.05,2023101520,-
RAJACANAL 40 MLD,2023-10-15 19:45:00,7.59,28.10,0.97,3.80,28.92,3.87,4.14,8.43,4.66,2023101520,-
YELLAMALAPACHETTY 15 MLD,2023-10-15 19:45:00,7.36,27.27,0.55,2.18,57.77,1.99,5.23,5.18,2.02,2023101520,-
BELLANDUR 90 MLD,2023-10-15 19:45:00,7.84,27.60,0.56,1.50,27.41,4.60,9.78,5.48,3.14,2023101520,-
DODDABELE 20 MLD,2023-10-15 19:45:00,8.16,27.40,0.41,1.00,37.58,6.57,6.25,10.22,4.90,2023101520,-
MALLATHALLI 5 MLD,2023-03-19 23:45:00,10.05,-,1.41,3.54,22.85,4.02,5.66,12.86,5.66,2023101520,-
NAGASANDRA OLD 20 MLD,2023-10-15 19:45:00,7.26,27.10,2.23,3.35,-,-,-,-,1.73,2023101520,-
4MLD Cubbon Park TTP,2023-10-15 20:00:00,7.2,28.50,0.50,4.71,17.29,1.21,0.91,5.01,2.00,2023101520,-
Challagatta Valley 30 MLD,2022-05-20 13:24:51,0.0,-,-,-,0.00,0.00,0.00,-,-,2023101520,-
Challagatta Valley 218 MLD,2023-06-17 15:27:12,0.0,-,-,-,0.00,0.00,0.00,-,-,2023101520,-
KADABEESANAHALLI 50 MLD,2023-10-13 14:15:00,6.82,26.20,0.60,2.55,44.94,8.50,7.99,7.57,3.40,2023101520,-
STP Sarakki 5 MLD,2023-07-29 00:15:00,7.85,26.10,3.77,7.54,20.00,6.76,8.30,4.00,-,2023101520,-
Kempambudhi STP 1 MLD,2023-06-30 21:30:00,7.17,25.50,0.92,2.86,47.78,6.13,12.03,8.59,2.01,2023101520,-
Mailasandra STP 75 MLD,2023-10-15 19:45:00,6.94,23.80,0.00,0.00,46.55,9.46,18.87,14.55,3.49,2023101520,-
60 MLD V.Valley TTP,2023-10-15 16:30:00,6.79,27.20,1.37,3.29,20.14,1.14,3.21,5.08,3.54,2023101520,-
KR Puram STP 20 MLD,2023-10-06 12:40:30,7.25,26.70,1.53,3.06,52.67,6.51,12.94,7.37,3.34,2023101520,-
1.5 MLD Lalbagh TTP,2023-10-15 19:45:00,7.04,29.30,0.12,0.48,18.33,1.43,0.98,2.98,2.36,2023101520,-
35MLD Agaram STP,2023-10-15 20:00:00,7.18,25.60,0.00,0.00,29.44,5.03,0.00,6.46,-,2023101520,-
Chikka_Bagur_5_MLD_STP,2023-10-13 13:20:00,7.92,27.60,-,-,-,-,-,11.40,-,2023101520,-
Yelahanka 10MLD TTP,2023-10-09 23:45:00,7.05,25.40,1.25,7.50,52.10,11.50,6.00,10.65,1.41,2023101520,0.20
40MLD OLD Rajacanal STP,2023-10-06 17:15:00,7.74,26.20,1.03,3.40,25.50,6.50,7.40,6.38,3.61,2023101520,0.51
Hennur 1MLD TTP,2023-10-15 10:15:00,7.47,27.40,0.23,0.34,19.20,1.90,4.90,4.96,4.52,2023101520,0.05
4_MLD_Madiwala_STP,2023-10-15 20:00:00,7.58,25.80,0.74,2.15,34.51,1.53,3.60,8.63,-,2023101520,-
