stp_name,timestamp,ph,temperature,ammonical_nitrogen,total_nitrogen,cod,bod,tss,color,dissolved_oxygen,total_phosphorus,updated_on
KR Puram STP 20 MLD,2023-11-14 08:00:00,6.92,23.80,2.26,4.52,55.47,8.90,51.11,7.77,3.73,-,2023111408
1.5 MLD Lalbagh TTP,2023-11-01 12:45:00,7.37,32.50,0.56,2.75,18.38,1.57,1.39,-1.34,-0.90,-,2023111408
35MLD Agaram STP,2023-11-14 08:00:00,7.1,25.10,0.49,2.01,29.11,4.97,2.70,6.39,-,-,2023111408
Chikka_Bagur_5_MLD_STP,2023-11-14 08:00:00,7.77,26.30,6.06,12.10,45.40,5.50,12.80,11.00,-,-,2023111408
Yelahanka 10MLD TTP,2023-11-14 08:00:00,7.1,24.30,0.42,1.18,33.40,4.30,3.80,6.68,3.18,0.22,2023111408
40MLD OLD Rajacanal STP,2023-11-14 08:00:00,7.22,23.40,0.02,0.07,25.80,6.60,7.40,6.45,0.07,0.01,2023111408
Hennur 1MLD TTP,2023-11-13 20:45:00,7.57,26.60,1.97,2.95,21.20,2.70,5.00,5.06,4.07,0.39,2023111408
4_MLD_Madiwala_STP,2023-11-14 08:00:00,7.72,24.00,3.52,10.21,34.27,2.16,3.57,8.57,-,-,2023111408
150MLD STP_K&C valley,2023-11-13 20:55:00,7.73,-,2.13,4.22,-,9.64,8.50,-,-,0.69,2023111408
20Mld KR Puram STP New,2023-11-14 08:00:00,6.25,-,-,-,41.30,6.34,6.83,8.93,-,-,2023111408
10 MLD STP HULIMAVU,2023-11-12 09:15:00,7.31,-,-,-,19.89,1.19,3.39,1.20,-,-,2023111408
2MLD Ulsoor STP,2023-11-14 07:30:00,7.24,26.70,0.41,2.05,31.15,4.36,4.98,6.23,4.45,-,2023111409
CHIKKABANAVARA 5 MLD,2023-11-14 08:45:00,7.38,22.40,0.36,3.00,28.10,4.38,4.49,11.76,2.88,-,2023111409
KADUGODI 6 MLD STP,2023-11-14 08:45:00,7.64,26.90,1.10,4.41,42.51,10.76,12.05,40.01,5.50,-,2023111409
HORAMAVU 20 MLD,2023-11-14 09:00:00,7.65,28.00,0.89,3.20,37.96,7.93,9.49,5.05,3.56,-,2023111409
K AND C VALLEY 60 MLD,2023-11-14 08:45:00,6.73,26.50,0.59,4.00,39.88,10.84,11.14,10.97,4.90,-,2023111409
NAGASANDRA 20 MLD,2023-11-14 08:45:00,7.79,24.30,0.61,2.44,188.51,33.71,31.17,13.73,3.64,-,2023111409
RAJACANAL 40 MLD,2023-11-14 08:45:00,7.61,25.90,0.79,4.30,33.55,3.51,11.56,7.74,3.79,-,2023111409
YELLAMALAPACHETTY 15 MLD,2023-11-14 09:00:00,7.18,26.58,0.53,2.13,47.02,4.39,2.08,4.61,2.46,-,2023111409
BELLANDUR 90 MLD,2023-11-14 08:45:00,7.85,26.00,0.52,1.60,27.72,4.72,12.05,5.54,2.91,-,2023111409
DODDABELE 20 MLD,2023-11-14 08:45:00,7.19,25.70,0.79,2.90,38.65,6.35,6.48,10.95,4.31,-,2023111409
NAGASANDRA OLD 20 MLD,2023-11-14 08:45:00,7.71,23.00,2.24,3.36,-,-,-,-,3.00,-,2023111409
4MLD Cubbon Park TTP,2023-11-14 09:00:00,7.33,27.40,0.50,4.70,17.28,1.20,0.91,5.01,2.00,-,2023111409
KADABEESANAHALLI 50 MLD,2023-11-11 17:00:00,6.71,25.60,0.59,2.65,66.52,5.89,12.94,22.18,2.36,-,2023111409
STP Sarakki 5 MLD,2023-11-14 08:45:00,7.86,26.70,0.93,1.86,19.01,5.26,6.59,3.80,-,-,2023111409
Mailasandra STP 75 MLD,2023-11-14 08:45:00,7.58,21.70,7.31,13.15,45.66,8.31,18.95,13.60,2.33,-,2023111409
60 MLD V.Valley TTP,2023-11-14 08:45:00,6.81,24.80,0.82,1.97,20.16,2.13,3.10,5.14,1.53,-,2023111409
KR Puram STP 20 MLD,2023-11-14 09:00:00,6.92,23.80,2.21,4.42,55.42,8.88,50.89,7.76,3.74,-,2023111409
1.5 MLD Lalbagh TTP,2023-11-01 12:45:00,7.37,32.50,0.56,2.75,18.38,1.57,1.39,-1.34,-0.90,-,2023111409
35MLD Agaram STP,2023-11-14 09:00:00,7.09,25.10,0.53,2.17,29.07,4.96,2.91,6.38,-,-,2023111409
Chikka_Bagur_5_MLD_STP,2023-11-14 09:00:00,7.81,26.20,5.56,11.10,43.80,5.10,11.30,10.20,-,-,2023111409
Yelahanka 10MLD TTP,2023-11-14 09:00:00,7.1,24.30,0.42,1.18,33.40,4.30,3.90,6.68,3.19,0.22,2023111409
40MLD OLD Rajacanal STP,2023-11-14 09:00:00,7.4,23.40,0.02,0.07,25.80,6.60,7.40,6.45,0.07,0.01,2023111409
Hennur 1MLD TTP,2023-11-13 20:45:00,7.57,26.60,1.97,2.95,21.20,2.70,5.00,5.06,4.07,0.39,2023111409
4_MLD_Madiwala_STP,2023-11-14 09:00:00,7.73,24.10,3.51,10.18,34.26,2.06,3.56,8.56,-,-,2023111409
150MLD STP_K&C valley,2023-11-13 20:55:00,7.73,-,2.13,4.22,-,9.64,8.50,-,-,0.69,2023111409
20Mld KR Puram STP New,2023-11-14 09:00:00,6.25,-,-,-,41.30,6.34,6.83,8.93,-,-,2023111409
10 MLD STP HULIMAVU,2023-11-12 09:15:00,7.31,-,-,-,19.89,1.19,3.39,1.20,-,-,2023111409
2MLD Ulsoor STP,2023-11-14 07:30:00,7.24,26.70,0.41,2.05,31.15,4.36,4.98,6.23,4.45,-,2023111410
CHIKKABANAVARA 5 MLD,2023-11-14 09:45:00,7.4,22.40,0.36,3.00,28.10,4.40,4.49,12.00,2.88,-,2023111410
KADUGODI 6 MLD STP,2023-11-14 09:45:00,7.72,26.80,1.00,4.61,42.79,10.73,13.52,38.93,5.00,-,2023111410
HORAMAVU 20 MLD,2023-11-14 10:00:00,7.63,28.00,0.90,3.20,38.08,7.93,9.67,4.97,3.60,-,2023111410
K AND C VALLEY 60 MLD,2023-11-14 09:45:00,6.72,26.50,0.59,3.90,39.89,10.84,10.94,10.85,4.90,-,2023111410
NAGASANDRA 20 MLD,2023-11-14 09:45:00,7.77,24.40,0.63,2.52,190.17,33.38,31.10,13.98,3.66,-,2023111410
RAJACANAL 40 MLD,2023-11-14 09:45:00,7.61,26.00,0.78,4.30,34.06,3.51,12.31,7.86,3.74,-,2023111410
YELLAMALAPACHETTY 15 MLD,2023-11-14 10:00:00,7.22,26.74,0.53,2.14,47.72,4.38,2.10,4.59,1.96,-,2023111410
BELLANDUR 90 MLD,2023-11-14 09:45:00,7.85,26.10,0.52,1.60,27.73,4.72,12.26,5.55,2.91,-,2023111410
DODDABELE 20 MLD,2023-11-14 09:45:00,7.18,25.70,0.79,3.00,38.65,6.35,6.49,10.94,4.31,-,2023111410
NAGASANDRA OLD 20 MLD,2023-11-14 09:45:00,7.73,23.00,2.15,3.23,-,-,-,-,1.87,-,2023111410
4MLD Cubbon Park TTP,2023-11-14 10:00:00,7.33,27.40,0.50,4.70,17.27,1.20,0.90,5.01,2.00,-,2023111410
KADABEESANAHALLI 50 MLD,2023-11-11 17:00:00,6.71,25.60,0.59,2.65,66.52,5.89,12.94,22.18,2.36,-,2023111410
STP Sarakki 5 MLD,2023-11-14 09:45:00,7.88,26.70,0.92,1.84,18.75,4.86,5.68,3.75,-,-,2023111410
Mailasandra STP 75 MLD,2023-11-14 09:45:00,7.54,21.80,7.26,13.06,45.36,7.99,18.95,13.63,1.59,-,2023111410
60 MLD V.Valley TTP,2023-11-14 09:45:00,6.82,24.80,0.80,1.92,20.16,2.14,3.10,5.15,1.76,-,2023111410
KR Puram STP 20 MLD,2023-11-14 10:00:00,6.93,23.90,2.22,4.44,55.62,9.46,51.64,7.79,3.73,-,2023111410
1.5 MLD Lalbagh TTP,2023-11-01 12:45:00,7.37,32.50,0.56,2.75,18.38,1.57,1.39,-1.34,-0.90,-,2023111410
35MLD Agaram STP,2023-11-14 10:00:00,7.1,25.10,0.56,2.30,29.11,4.97,3.08,6.39,-,-,2023111410
Chikka_Bagur_5_MLD_STP,2023-11-14 10:00:00,8.11,25.90,1.98,4.00,41.50,6.00,6.50,12.00,-,-,2023111410
Yelahanka 10MLD TTP,2023-11-14 10:00:00,7.1,24.30,0.42,1.18,33.40,4.30,3.80,6.68,3.20,0.22,2023111410
40MLD OLD Rajacanal STP,2023-11-14 10:00:00,7.47,23.40,0.02,0.07,25.80,6.60,7.40,6.45,0.07,0.01,2023111410
Hennur 1MLD TTP,2023-11-14 10:00:00,7.57,26.60,1.67,2.50,21.00,2.70,5.00,5.05,4.07,0.33,2023111410
4_MLD_Madiwala_STP,2023-11-14 10:00:00,7.73,23.90,3.50,10.15,34.26,2.12,3.56,8.56,-,-,2023111410
150MLD STP_K&C valley,2023-11-13 20:55:00,7.73,-,2.13,4.22,-,9.64,8.50,-,-,0.69,2023111410
20Mld KR Puram STP New,2023-11-14 10:00:00,6.25,-,-,-,41.30,6.34,6.83,8.93,-,-,2023111410
10 MLD STP HULIMAVU,2023-11-12 09:15:00,7.31,-,-,-,19.89,1.19,3.39,1.20,-,-,2023111410
2MLD Ulsoor STP,2023-11-14 10:00:00,7.43,26.40,0.47,2.35,32.06,4.49,5.13,6.41,4.58,-,2023111411
CHIKKABANAVARA 5 MLD,2023-11-14 10:45:00,7.37,22.50,0.36,3.00,28.15,4.38,4.50,11.81,2.88,-,2023111411
KADUGODI 6 MLD STP,2023-11-14 10:45:00,7.71,26.70,1.10,4.41,42.46,10.81,11.20,40.90,5.50,-,2023111411
HORAMAVU 20 MLD,2023-11-14 10:45:00,7.67,27.90,0.90,3.20,37.95,7.93,9.48,5.08,3.60,-,2023111411
K AND C VALLEY 60 MLD,2023-11-14 10:45:00,6.7,26.60,0.58,3.90,39.59,10.84,10.64,10.83,4.81,-,2023111411
NAGASANDRA 20 MLD,2023-11-14 10:45:00,7.87,24.90,0.65,2.60,195.31,32.38,34.98,13.31,3.67,-,2023111411
RAJACANAL 40 MLD,2023-11-14 10:45:00,7.61,26.00,0.79,4.30,34.03,3.48,12.27,7.72,3.79,-,2023111411
YELLAMALAPACHETTY 15 MLD,2023-11-14 11:00:00,7.24,26.83,0.54,2.15,47.64,4.39,2.08,4.60,2.75,-,2023111411
BELLANDUR 90 MLD,2023-11-14 10:45:00,7.85,26.10,0.52,1.60,27.73,4.70,12.25,5.55,2.91,-,2023111411
DODDABELE 20 MLD,2023-11-14 10:45:00,7.2,25.70,0.80,3.00,38.77,6.37,6.66,11.01,4.32,-,2023111411
NAGASANDRA OLD 20 MLD,2023-11-14 10:45:00,7.72,23.00,2.12,3.18,-,-,-,-,2.29,-,2023111411
4MLD Cubbon Park TTP,2023-11-14 11:00:00,7.31,27.40,0.50,4.70,17.28,1.20,0.91,5.01,2.00,-,2023111411
KADABEESANAHALLI 50 MLD,2023-11-11 17:00:00,6.71,25.60,0.59,2.65,66.52,5.89,12.94,22.18,2.36,-,2023111411
STP Sarakki 5 MLD,2023-11-14 10:45:00,7.82,26.70,0.96,1.92,18.73,4.83,5.64,3.75,-,-,2023111411
Mailasandra STP 75 MLD,2023-11-14 10:45:00,7.63,21.80,7.32,13.17,45.73,8.42,18.98,13.93,2.83,-,2023111411
60 MLD V.Valley TTP,2023-11-14 10:45:00,6.81,24.80,0.81,1.94,20.16,2.13,3.10,5.14,2.38,-,2023111411
KR Puram STP 20 MLD,2023-11-14 11:00:00,6.94,23.90,2.21,4.42,55.53,9.81,51.41,7.77,3.73,-,2023111411
